,TagTog,Text
1416,Calmness,"Commencez à emporter les cadavres et donnez des ordres aux femmes. Puis, avec de l'eau et des éponges poreuses purifiez les beaux thrônes et les tables."
1417,Angry,"Après que vous aurez tout rangé dans la salle, conduisez les femmes, hors de la demeure, entre le dôme et le mur de la cour, et frappez-les de vos longues épées aiguës, jusqu'à ce qu'elles aient toutes rendu l'âme et oublié Aphroditè qu'elles goûtaient en secret, en se livrant en secret aux prétendants."
1418,Angry,"Je n'arracherai point, par une mort non honteuse, l'âme de ces femmes qui répandaient l'opprobre sur ma tête et sur celle de ma mère et qui couchaient avec les prétendants."
1419,Calmness,"Vieille femme, apporte-moi du soufre qui guérit les maux, et apporte aussi du feu, afin que je purifie la maison. Ordonne à Pènélopéia de venir ici avec ses servantes. Que toutes les servantes viennent ici."
1420,Calmness,"Certes, mon enfant, tu as bien parlé ; mais je vais t'apporter des vêtements, un manteau et une tunique."
1421,Disgust,"Ne reste pas dans tes demeures, tes larges épaules ainsi couvertes de haillons, car ce serait honteux."
1422,Calmness,Apporte d'abord du feu dans cette salle.
1423,Surprise,"Eumaios, certes, un de tes compagnons approche, ou un homme bien connu, car les chiens n'aboient point, et ils remuent la queue, et j'entends un bruit de pas."
1424,Calmness,"Tu es donc revenu, Tèlémakhos, douce lumière. Je pensais que je ne te reverrais plus, depuis ton départ pour Pylos. Hâte-toi d'entrer, cher enfant, afin que je me délecte à te regarder, toi qui reviens de loin. Car tu ne viens pas souvent dans tes champs et vers tes pâtres ; mais tu restes loin d'eux, et il te plaît de surveiller la multitude funeste des prétendants."
1425,Calmness,"Qu'il en soit comme tu le désires, père. C'est pour toi que je suis venu, afin de te voir de mes yeux et de t'entendre, et pour que tu me dises si ma mère est restée dans nos demeures, ou si quelqu'un l'a épousée. Certes, peut-être le lit d'Odysseus, étant abandonné, reste-t-il en proie aux araignées immondes."
1426,Sadness,"Ta mère est restée, avec un coeur patient, dans tes demeures ; elle pleure nuit et jour, accablée de chagrins."
1427,Calmness,"Assieds-toi, ô étranger. Je trouverai un autre siège dans cette étable, et voici un homme qui me le préparera."
1428,Surprise,"Dis-moi, père, d'où vient cet étranger ? Comment des marins l'ont-ils amené à Ithakè ? Qui se glorifie-t-il d'être ? Car je ne pense pas qu'il soit venu ici à pied."
1429,Calmness,"Certes, mon enfant, je te dirai la vérité. Il se glorifie d'être né dans la grande Krètè. Il dit qu'en errant il a parcouru de nombreuses villes des hommes, et, sans doute, un dieu lui a fait cette destinée. Maintenant, s'étant échappé d'une nef de marins Thesprôtes, il est venu dans mon étable, et je te le confie. Fais de lui ce que tu veux. Il dit qu'il est ton suppliant."
1430,Sadness,"Eumaios, certes, tu as prononcé une parole douloureuse. Comment le recevrais-je dans ma demeure ? Je suis jeune et je ne pourrais réprimer par la force de mes mains un homme qui l'outragerait le premier. L'esprit de ma mère hésite, et elle ne sait si, respectant le lit de son mari et la voix du peuple, elle restera dans sa demeure pour en prendre soin, ou si elle suivra le plus illustre d'entre les Akhaiens qui l'épousera et lui fera de nombreux présents."
1431,Calmness,"Mais, certes, puisque cet étranger est venu dans ta demeure, je lui donnerai de beaux vêtements, un manteau et une tunique, une épée à double tranchant et des sandales, et je le renverrai où son coeur désire aller. Si tu y consens, garde-le dans ton étable. J'enverrai ici des vêtements et du pain, afin qu'il mange et qu'il ne soit point à charge à toi et à tes compagnons."
1432,Sadness,"Mais je ne le laisserai point approcher des prétendants, car ils ont une grande insolence, de peur qu'ils l'outragent, ce qui me serait une amère douleur. Que pourrait faire l'homme le plus vigoureux contre un si grand nombre ? Ils seront toujours les plus forts."
1433,Sadness,"Ô ami, certes, puisqu'il m'est permis de répondre, mon coeur est déchiré de t'entendre dire que les prétendants, malgré toi, et tel que te voilà, commettent de telles iniquités dans tes demeures."
1434,Angry,"Dis-moi si tu leur cèdes volontairement, ou si les peuples, obéissant aux dieux, te haïssent ? Accuses-tu tes frères ? Car c'est sur leur appui qu'il faut compter, quand une dissension publique s'élève. Plût aux dieux que je fusse jeune comme toi, étant plein de courage, ou que je fusse le fils irréprochable d'Odysseus, ou lui-même, et qu'il revînt, car tout espoir n'en est point perdu ! Je voudrais qu'un ennemi me coupât la tête, si je ne partais aussitôt pour la demeure du Laertiade Odysseus, pour être leur ruine à tous ! Et si, étant seul, leur multitude me domptait, j'aimerais mieux être tué dans mes demeures que de voir ces choses honteuses : mes hôtes maltraités, mes servantes misérablement violées dans mes belles demeures, mon vin épuisé, mes vivres dévorés effrontément, et cela pour un dessein inutile qui ne s'accomplira point !"
1435,Calmness,"Étranger, je te dirai la vérité. Le peuple n'est point irrité contre moi, et je n'accuse point de frères sur l'appui desquels il faut compter, quand une dissension publique s'élève. Le Kroniôn n'a donné qu'un seul fils à chaque génération de toute notre race. Arkeisios n'a engendré que le seul Laertès, et Laertès n'a engendré que le seul Odysseus, et Odysseus n'a engendré que moi dans ses demeures"
1436,Sadness,"où il m'a laissé et où il n'a point été caressé par moi. Et, maintenant, de nombreux ennemis sont dans ma demeure. Ceux qui dominent dans les îles, à Doulikhios, à Samè, à Zakynthos couverte de bois, et ceux qui dominent dans l'âpre Ithakè, tous recherchent ma mère et ruinent ma maison. Et ma mère ne refuse ni n'accepte ces noces odieuses ; et tous mangent mes biens, ruinent ma maison, et bientôt ils me tueront moi-même. Mais, certes, ces choses sont sur les genoux des dieux."
1437,Calmness,"Va, père Eumaios, et dis à la prudente Pènélopéia que je suis sauvé et revenu de Pylos. Je resterai ici. Reviens, n'ayant parlé qu'à elle seule"
1438,Sadness,"et qu'aucun des autres Akhaiens ne t'entende, car tous méditent ma perte."
1439,Calmness,"J'entends et je comprends ce que tu m'ordonnes de faire. Mais dis-moi la vérité, et si, dans ce même voyage, je porterai cette nouvelle à Laertès qui est malheureux. Auparavant, bien que gémissant sur Odysseus, il surveillait les travaux, et, quand son âme le lui ordonnait, il buvait et mangeait avec ses serviteurs dans sa maison"
1440,Sadness,"mais depuis que tu es parti sur une nef pour Pylos, on dit qu'il ne boit ni ne mange et qu'il ne surveille plus les travaux, mais qu'il reste soupirant et gémissant, et que son corps se dessèche autour de ses os."
1441,Sadness,Cela est très triste ; mais cependant ne va pas à lui malgré sa douleur.
1442,Sadness,Cela est très triste ; mais cependant ne va pas à lui malgré sa douleur.
1443,Angry,"Si les destinées pouvaient être choisies par les hommes, nous nous choisirions le jour du retour de mon père."
1444,Calmness,"Reviens donc après avoir parlé à ma mère, et ne t'éloigne pas vers Laertès et vers ses champs ; mais dis à ma mère d'envoyer promptement, et en secret, l'intendante annoncer mon retour au vieillard."
1445,Calmness,"Divin Laertiade, subtil Odysseus, parle maintenant à ton fils et ne lui cache rien, afin de préparer le carnage et la mort des prétendants et d'aller à la ville."
1446,Angry,Je ne serai pas longtemps loin de vous et j'ai hâte de combattre.
1447,Surprise,"Étranger, tu m'apparais tout autre que tu étais auparavant ; tu as d'autres vêtements et ton corps n'est plus le même."
1448,Fear,"Si tu es un des dieux qui habitent le large Ouranos, apaise-toi."
1449,Calmness,Nous t'offrirons de riches sacrifices et nous te ferons des présents d'or.
1450,Angry,"Je ne suis point un des dieux. Pourquoi me compares-tu aux dieux ? Je suis ton père,"
1451,Sadness,pour qui tu soupires et pour qui tu as subi de nombreuses douleurs et les outrages des hommes.
1452,Sadness,"Tu n'es pas mon père Odysseus, mais un dieu qui me trompe, afin que je soupire et que je gémisse davantage."
1453,Calmness,"Jamais un homme mortel ne pourrait, dans son esprit, accomplir de telles choses, si un dieu, survenant, ne le faisait, aisément, et comme il le veut, paraître jeune ou vieux."
1454,Surprise,"Certes, tu étais vieux, il y a peu de temps, et vêtu misérablement, et voici que tu es semblable aux dieux qui habitent le large Ouranos."
1455,Angry,"Tèlémakhos, il n'est pas bien à toi, devant ton cher père, d'être tellement surpris et de rester stupéfait. Jamais plus un autre Odysseus ne reviendra ici. C'est moi qui suis Odysseus et qui ai souffert des maux innombrables, et qui reviens, après vingt années, dans la terre de la patrie. C'est la dévastatrice Athènè qui a fait ce prodige."
1456,Calmness,"Elle me fait apparaître tel qu'il lui plaît, car elle le peut. Tantôt elle me rend semblable à un mendiant, tantôt à un homme jeune ayant de beaux vêtements sur son corps ; car il est facile aux dieux qui habitent le large Ouranos de glorifier un homme mortel ou de le rendre misérable."
1457,Surprise,"Père, quels marins t'ont conduit sur leur nef dans Ithakè ? Quels sont-ils ? Car je ne pense pas que tu sois venu ici à pied."
1458,Calmness,"Mon enfant, je te dirai la vérité. Les illustres marins Phaiakiens m'ont amené, car ils ont coutume de reconduire tous les hommes qui viennent chez eux. M'ayant amené, à travers la mer, dormant sur leur nef rapide, ils m'ont déposé sur la terre d'Ithakè"
1459,Joy,"et ils m'ont donné en abondance des présents splendides, de l'airain, de l'or et de beaux vêtements."
1460,Calmness,"Par le conseil des dieux toutes ces choses sont déposées dans une caverne ; et je suis venu ici, averti par Athènè, afin que nous délibérions sur le carnage de nos ennemis."
1461,Angry,"Dis-moi donc le nombre des prétendants, pour que je sache combien d'hommes braves ils sont ; et je verrai, dans mon coeur irréprochable, si nous devons les combattre seuls, ou si nous chercherons un autre appui."
1462,Calmness,"Ô père, certes, j'ai appris ta grande gloire, et je sais que tu es très brave et plein de sagesse"
1463,Surprise,"mais tu as dit une grande parole, et la stupeur me saisit, car deux hommes seuls ne peuvent lutter contre tant de robustes guerriers."
1464,Calmness,"Les prétendants ne sont pas seulement dix, ou deux fois dix, mais ils sont beaucoup plus, et je vais te dire leur nombre, afin que tu le saches. Il y a d'abord cinquante-deux jeunes hommes choisis de Doulikhios, suivis de six serviteurs ; puis vingt-quatre de Samè ; puis vingt jeunes Akhaiens de Zakynthos ; puis les douze plus braves, qui sont d'Ithakè. Avec ceux-ci se trouvent Médôn, héraut et aoide divin, et deux serviteurs habiles à préparer les repas."
1465,Fear,"Si nous les attaquons tous ainsi réunis, vois si tu ne souffriras point amèrement et terriblement de leur violence."
1466,Calmness,Mais tu peux appeler à notre aide un allié qui nous secoure d'un coeur empressé.
1467,Calmness,"Je te le dis. Écoute-moi avec attention. Vois si Athènè et son père Zeus suffiront, et si je dois appeler un autre allié à l'aide."
1468,Joy,"Ceux que tu nommes sont les meilleurs alliés. Ils sont assis dans les hautes nuées, et ils commandent aux hommes et aux dieux immortels."
1469,Calmness,"Ils ne seront pas longtemps éloignés, dans la rude mêlée, quand la force d'Arès décidera entre nous et les prétendants dans nos demeures. Mais toi, dès le lever d'Éôs, retourne à la maison et parle aux prétendants insolents. Le porcher me conduira ensuite à la ville, semblable à un vieux mendiant. S'ils m'outragent dans nos demeures, que ton cher coeur supporte avec patience mes souffrances. Même s'ils me traînaient par les pieds hors de la maison, même s'ils me frappaient de leurs armes, regarde tout patiemment. Par des paroles flatteuses, demande-leur seulement de cesser leurs outrages. Mais ils ne t'écouteront point, car leur jour fatal est proche. Quand Athènè aux nombreux conseils aura averti mon esprit, je te ferai signe de la tête, et tu me comprendras. Transporte alors dans le réduit de la chambre haute toutes les armes d'Arès qui sont dans la grande salle. Et si les prétendants t'interrogent sur cela, dis-leur en paroles flatteuses : « Je les ai mises à l'abri de la fumée, car elles ne sont plus telles qu'elles étaient autrefois, quand Odysseus les laissa à son départ pour Troiè ; mais elles sont souillées par la grande vapeur du feu. Puis, le Kroniôn m'a inspiré une autre pensée meilleure, et je crains qu'excités par le vin, et une querelle s'élevant parmi vous, vous vous blessiez les uns les autres et vous souilliez le repas et vos noces futures, car le fer attire l'homme. » Tu laisseras pour nous seuls deux épées, deux lances, deux boucliers, que nous puissions saisir quand nous nous jetterons sur eux. Puis, Pallas Athènè et le très sage Zeus leur troubleront l'esprit. Maintenant, je te dirai autre chose. Retiens ceci dans ton esprit. Si tu es de mon sang, que nul ne sache qu'Odysseus est revenu, ni Laertès, ni le porcher, ni aucun des serviteurs, ni Pènélopéia elle-même. Que seuls, toi, et moi, nous connaissions l'esprit des servantes et des serviteurs, afin de savoir quel est celui qui nous honore et qui nous respecte dans son coeur, et celui qui n'a point souci de nous et qui te méprise."
