,Part,Text,Senticnet,PyFeel
2755,e_25,"Tèlémakhos, il ne serait pas bien de rester plus longtemps loin de ta demeure et de tes richesses laissées en proie à des hommes insolents qui dévoreront et se partageront tes biens ; car tu aurais fait un voyage inutile. Excite donc très promptement l'illustre Ménélaos à te renvoyer, afin que tu retrouves ton irréprochable mère dans tes demeures. Déjà son père et ses frères lui ordonnent d'épouser Eurymakhos, car il l'emporte sur tous les prétendants par les présents qu'il offre et la plus riche dot qu'il promet. Prends garde que, contre son gré, elle emporte ces richesses de ta demeure. Tu sais, en effet, quelle est l'âme d'une femme ; elle veut toujours enrichir la maison de celui qu'elle épouse. Elle ne se souvient plus de ses premiers enfants ni de son premier mari mort, et elle n'y songe plus. Quand tu seras de retour, confie donc, jusqu'à ce que les dieux t'aient donné une femme vénérable, toutes tes richesses à la meilleure de tes servantes. Mais je te dirai autre chose. Garde mes paroles dans ton esprit. Les plus braves des prétendants te tendent une embuscade dans le détroit d'Ithakè et de la stérile Samos, désirant te tuer avant que tu rentres dans ta patrie ; mais je ne pense pas qu'ils le fassent, et, auparavant, la terre enfermera plus d'un de ces prétendants qui mangent tes biens. Conduis ta nef bien construite loin des îles, et navigue la nuit. Celui des immortels qui veille sur toi t'enverra un vent favorable. Et dès que tu seras arrivé au rivage d'Ithakè, envoie la nef et tous tes compagnons à la ville, et va d'abord chez le porcher qui garde tes porcs et qui t'aime. Dors chez lui, et envoie-le à la ville annoncer à l'irréprochable Pènélopéia que tu la salues et que tu reviens de Pylos.",ecstasy,positivity
2756,Disgust,des hommes insolents qui dévoreront et se partageront tes biens,terror,positivity
2757,Disgust,la terre enfermera plus d'un de ces prétendants qui mangent tes biens,terror,positivity
2758,e_14,Tèlémakhos,,positivity
2759,e_25,"Lève-toi, Nestoride Peisistratos, et lie au char les chevaux au sabot massif afin que nous partions.",ecstasy,positivity
2760,e_14,Nestoride Peisistratos,,positivity
2761,e_25,"Tèlémakhos, nous ne pouvons, quelque hâte que nous ayons, partir dans la nuit ténébreuse. Bientôt Eôs paraîtra. Attendons au matin et jusqu'à ce que le héros Atréide Ménélaos illustre par sa lance ait placé ses présents dans le char et t'ait renvoyé avec des paroles amies. Un hôte se souvient toujours d'un homme aussi hospitalier qui l'a reçu avec amitié.",ecstasy,positivity
2762,e_25,"Divin Atréide Ménélaos, prince des peuples, renvoie-moi dès maintenant dans la chère terre de la patrie, car voici que je désire en mon âme revoir ma demeure.",ecstasy,positivity
2763,e_14,Ménélaos,,positivity
2764,e_25,"Tèlémakhos, je ne te retiendrai pas plus longtemps, puisque tu désires t'en retourner. Je m'irrite également contre un homme qui aime ses hôtes outre mesure ou qui les hait. Une conduite convenable est la meilleure. Il est mal de renvoyer un hôte qui veut rester, ou de retenir celui qui veut partir ; mais il faut le traiter avec amitié s'il veut rester, ou le renvoyer s'il veut partir. Reste cependant jusqu'à ce que j'aie placé sur ton char de beaux présents que tu verras de tes yeux, et je dirai aux servantes de préparer un repas abondant dans mes demeures à l'aide des mets qui s'y trouvent. Il est honorable, glorieux et utile de parcourir une grande étendue de pays après avoir mangé. Si tu veux parcourir Hellas et Argos, je mettrai mes chevaux sous le joug et je te conduirai vers les villes des hommes, et aucun d'eux ne nous renverra outrageusement, mais chacun te donnera quelque chose, ou un trépied d'airain, ou un bassin, ou deux mulets, ou une coupe d'or.",ecstasy,positivity
2765,Calmness,"Tèlémakhos, je ne te retiendrai pas plus longtemps, puisque tu désires t'en retourner.",melancholy,positivity
2766,Angry,Je m'irrite également contre un homme qui aime ses hôtes outre mesure ou qui les hait.,grief,positivity
2767,Calmness,"Une conduite convenable est la meilleure. Il est mal de renvoyer un hôte qui veut rester, ou de retenir celui qui veut partir ; mais il faut le traiter avec amitié s'il veut rester, ou le renvoyer s'il veut partir.",ecstasy,positivity
2768,Joy,"Il est honorable, glorieux et utile de parcourir une grande étendue de pays après avoir mangé.",ecstasy,positivity
2769,e_14,Tèlémakhos,,positivity
2770,e_25,"Divin Atréide Ménélaos, prince des peuples, je veux rentrer dans nos demeures, car je n'ai laissé derrière moi aucun gardien de mes richesses, et je crains, ou de périr en cherchant mon divin père, ou, loin de mes demeures, de perdre mes richesses.",melancholy,positivity
2771,Fear,"je crains, ou de périr en cherchant mon divin père, ou, loin de mes demeures, de perdre mes richesses.",grief,positivity
2772,e_14,Ménélaos,,positivity
2773,e_25,"Tèlémakhos, que Zeus, le puissant mari de Hèrè, accomplisse le retour que tu désires dans ton âme ! De tous mes trésors qui sont enfermés dans ma demeure je te donnerai le plus beau et le plus précieux, ce kratère bien travaillé, d'argent massif, et dont les bords sont enrichis d'or. C'est l'ouvrage de Hèphaistos, et l'illustre héros, roi des Sidônes, me l'offrit, quand il me reçut dans sa demeure, à mon retour ; et, moi, je veux te l'offrir.",ecstasy,positivity
2774,Joy,"que Zeus, le puissant mari de Hèrè, accomplisse le retour que tu désires dans ton âme !",ecstasy,positivity
2775,e_14,Hélénè,,positivity
2776,e_25,"Et moi aussi, cher enfant, je te ferai ce présent, ouvrage des mains de Hélénè, afin que tu le donnes à la femme bien-aimée que tu épouseras. Jusque-là, qu'il reste auprès de ta chère mère. En quittant notre demeure pour la terre de ta patrie, réjouis-toi de mon souvenir.",terror,positivity
2777,Joy,réjouis-toi de mon souvenir.,,positivity
2778,e_14,Ménélaos,,positivity
2779,e_25,"Salut, ô jeunes hommes ! Portez mon salut au prince des peuples Nestôr, qui était aussi doux qu'un père pour moi, quand les fils des Akhaiens combattaient devant Troiè.",grief,positivity
2780,Joy,"Portez mon salut au prince des peuples Nestôr, qui était aussi doux qu'un père pour moi",ecstasy,positivity
2781,e_14,Tèlémakhos,,positivity
2782,e_25,"Ô divin, nous répéterons toutes tes paroles à Nestôr. Plaise aux dieux que, de retour dans Ithakè et dans la demeure d'Odysseus, je puisse dire avec quelle amitié tu m'as reçu, toi dont j'emporte les beaux et nombreux présents.",ecstasy,positivity
2783,Joy,"Plaise aux dieux que, de retour dans Ithakè et dans la demeure d'Odysseus, je puisse dire avec quelle amitié tu m'as reçu, toi dont j'emporte les beaux et nombreux présents.",ecstasy,positivity
2784,e_14,Nestoride Peisistratos,,positivity
2785,e_25,"Décide, divin Ménélaos, prince des peuples, si un dieu nous envoie ce signe, ou à toi.",delight,positivity
2786,e_14,Hélénè,,positivity
2787,e_25,"Écoutez-moi, et je prophétiserai ainsi que les immortels me l'inspirent, et je pense que ceci s'accomplira. De même que l'aigle, descendu de la montagne où est sa race et où sont ses petits, a enlevé l'oie dans les demeures, ainsi Odysseus, après avoir beaucoup souffert et beaucoup erré, reviendra dans sa maison et se vengera. Peut-être déjà est-il dans sa demeure, apportant la mort aux prétendants.",ecstasy,positivity
2788,Sadness,"Odysseus, après avoir beaucoup souffert et beaucoup erré",ecstasy,positivity
2789,Joy,reviendra dans sa maison et se vengera.,ecstasy,positivity
2790,e_14,Tèlémakhos,,positivity
2791,e_25,"Puisse Zeus, le tonnant mari de Hèrè, le vouloir ainsi, et, désormais, je t'adresserai des prières comme à une déesse.",serenity,positivity
2792,e_14,Tèlémakhos,,positivity
2793,e_25,"Nestoride, comment accompliras-tu ce que tu m'as promis ? Nous nous glorifions d'être hôtes à jamais, à cause de l'amitié de nos pères, de notre âge qui est le même, et de ce voyage qui nous unira plus encore. Ô divin, ne me conduis pas plus loin que ma nef, mais laisse-moi ici, de peur que le vieillard me retienne malgré moi dans sa demeure, désirant m'honorer ; car il est nécessaire que je parte très promptement.",grief,positivity
2794,Fear,", de peur que le vieillard me retienne malgré moi dans sa demeure, désirant m'honorer",fear,positivity
2795,e_14,Nestoride,,positivity
2796,e_25,"Maintenant, monte à la hâte et presse tous tes compagnons, avant que je rentre à la maison et que j'avertisse le vieillard. Car je sais dans mon esprit et dans mon coeur quelle est sa grande âme. Il ne te renverrait pas, et, lui-même, il viendrait ici te chercher, ne voulant pas que tu partes les mains vides. Et, certes, il sera très irrité.",ecstasy,positivity
2797,Angry,il sera très irrité.,serenity,positivity
2798,e_14,Tèlémakhos,,positivity
2799,e_25,"Compagnons, préparez les agrès de la nef noire, montons-y et faisons notre route.",grief,positivity
2800,e_14,Théoklyménos,,positivity
2801,e_25,"Ô ami, puisque je te trouve faisant des libations en ce lieu, je te supplie par ces libations, par le dieu invoqué, par ta propre tête et par tes compagnons, dis-moi la vérité et ne me cache rien. Qui es-tu ? D'où viens-tu ? Où est ta ville ? Où sont tes parents ?",ecstasy,positivity
2802,e_14,Tèlémakhos,,positivity
2803,e_25,"Etranger, je te dirai la vérité. Ma famille est d'Ithakè et mon père est Odysseus, s'il vit encore ; mais déjà sans doute il a péri d'une mort lamentable. Je suis venu ici, avec mes compagnons et ma nef noire, pour m'informer de mon père depuis longtemps absent",ecstasy,positivity
2804,Sadness,sans doute il a péri d'une mort lamentable.,enthusiasm,sadness
2805,e_14,Théoklyménos,,positivity
2806,e_25,"Moi, je fuis loin de ma patrie, ayant tué un homme. Ses frères et ses compagnons nombreux habitent Argos nourrice de chevaux et commandent aux Akhaiens. Je fuis leur vengeance et la kèr noire, puisque ma destinée est d'errer parmi les hommes. Laisse-moi monter sur ta nef, puisque je viens en suppliant, de peur qu'ils me tuent, car je pense qu'ils me poursuivent.",melancholy,positivity
2807,Fear,"de peur qu'ils me tuent, car je pense qu'ils me poursuivent.",fear,fear
2808,e_14,Tèlémakhos,,positivity
2809,e_25,"Certes, je ne te chasserai point de ma nef égale. Suis-moi ; nous t'accueillerons avec amitié et de notre mieux.",melancholy,positivity
2810,e_14,Odysseus,,positivity
2811,e_25,"Écoutez-moi, Eumaios, et vous, ses compagnons. Je désire aller au matin à la ville, afin d'y mendier et de ne plus vous être à charge. Donnez-moi donc un bon conseil et un conducteur qui me mène. J'irai, errant çà et là, par nécessité, afin qu'on m'accorde à boire et à manger. Et j'entrerai dans la demeure du divin Odysseus, pour en donner des nouvelles à la sage Pènélopéia. Et je me mêlerai aux prétendants insolents, afin qu'ils me donnent à manger, car ils ont des mets en abondance. Je ferai même aussitôt au milieu d'eux tout ce qu'ils m'ordonneront. Car je te le dis, écoute-moi et retiens mes paroles dans ton esprit : par la faveur du messager Herméias qui honore tous les travaux des hommes, aucun ne pourrait lutter avec moi d'adresse pour allumer du feu, fendre le bois sec et l'amasser afin qu'il brûle bien, préparer le repas, verser le vin et s'acquitter de tous les soins que les pauvres rendent aux riches.",ecstasy,positivity
2812,e_14,Eumaios,,positivity
2813,e_25,"Hélas ! mon hôte, quel dessein a conçu ton esprit ? Certes, si tu désires te mêler à la foule des prétendants, c'est que tu veux périr. Leur insolence et leur violence sont montées jusqu'à l'Ouranos de fer. Leurs serviteurs ne te ressemblent pas ; ce sont des jeunes hommes vêtus de beaux manteaux et de belles tuniques, beaux de tête et de visage, qui chargent les tables polies de pain, de viandes et de vins. Reste ici ; aucun ne se plaint de ta présence, ni moi, ni mes compagnons. Dès que le cher fils d'Odysseus sera revenu, il te donnera une tunique et un manteau, et il te fera reconduire là où ton âme t'ordonne d'aller.",grief,positivity
2814,Surprise,"Hélas ! mon hôte, quel dessein a conçu ton esprit ?",acceptance,positivity
2815,Angry,"Certes, si tu désires te mêler à la foule des prétendants, c'est que tu veux périr. Leur insolence et leur violence sont montées jusqu'à l'Ouranos de fer.",dislike,positivity
2816,e_14,Odysseus,,positivity
2817,e_25,"Plaise aux dieux, Eumaios, que tu sois aussi cher au père Zeus qu'à moi, puisque tu as mis fin à mes courses errantes et à mes peines ; car il n'est rien de pire pour les hommes que d'errer ainsi, et celui d'entre eux qui vagabonde subit l'inquiétude et la douleur et les angoisses d'un ventre affamé. Maintenant, puisque tu me retiens et que tu m'ordonnes d'attendre Tèlémakhos, parle-moi de la mère du divin Odysseus, et de son père qu'il a laissé en partant sur le seuil de la vieillesse. Vivent-ils encore sous la splendeur de Hèlios, ou sont-ils morts et dans les demeures d'Aidès ?",grief,positivity
2818,Joy,"Plaise aux dieux, Eumaios, que tu sois aussi cher au père Zeus qu'à moi, puisque tu as mis fin à mes courses errantes et à mes peines",ecstasy,positivity
2819,Sadness,"il n'est rien de pire pour les hommes que d'errer ainsi, et celui d'entre eux qui vagabonde subit l'inquiétude et la douleur et les angoisses d'un ventre affamé.",grief,sadness
2820,e_14,le chef des porchers,ecstasy,positivity
2821,e_25,"Mon hôte, je te dirai la vérité. Laertès vit encore, mais il supplie toujours Zeus, dans ses demeures, d'enlever son âme de son corps, car il gémit très amèrement sur son fils qui est absent, et sur sa femme qu'il avait épousée vierge ; et la mort de celle-ci l'accable surtout de tristesse et lui fait sentir l'horreur de la vieillesse. Elle est morte d'une mort lamentable par le regret de son illustre fils. Ainsi, bientôt, mourra ici quiconque m'a aimé. Aussi longtemps qu'elle a vécu, malgré sa douleur, elle aimait à me questionner et à m'interroger ; car elle m'avait élevé elle-même, avec son illustre fille Klyménè au large péplos, qu'elle avait enfantée la dernière. Elle m'éleva avec sa fille et elle m'honora non moins que celle-ci. Mais, quand nous fûmes arrivés tous deux à la puberté, Klyménè fut mariée à un Samien qui donna de nombreux présents à ses parents. Et alors Antikléia me donna un manteau, une tunique, de belles sandales, et elle m'envoya aux champs, et elle m'aima plus encore dans son coeur. Et, maintenant, je suis privé de tous ces biens ; mais les dieux ont fécondé mon travail, et, par eux, j'ai mangé et bu, et j'ai donné aux suppliants vénérables. Cependant, il m'est amer de ne plus entendre les paroles de ma maîtresse ; mais le malheur et des hommes insolents sont entrés dans sa demeure, et les serviteurs sont privés de parler ouvertement à leur maîtresse, de l'interroger, de manger et de boire avec elle et de rapporter aux champs les présents qui réjouissent l'âme des serviteurs.",ecstasy,positivity
2822,Sadness,"il supplie toujours Zeus, dans ses demeures, d'enlever son âme de son corps, car il gémit très amèrement sur son fils qui est absent, et sur sa femme qu'il avait épousée vierge ; et la mort de celle-ci l'accable surtout de tristesse et lui fait sentir l'horreur de la vieillesse. Elle est morte d'une mort lamentable par le regret de son illustre fils. Ainsi, bientôt, mourra ici quiconque m'a aimé.",ecstasy,sadness
